name	address	postcode	tel	website	latitude	longitude
Emporio Rulli Gran Caffe	2300 Chestnut St	94123	(415) 923-6464	http://www.rulli.com/caffes/grancaffe/index.shtml	37.800271	-122.441383
Espressamente Illy	2349 Market St	94114	(877) 469-4559	http://www.illy.com	37.763307	-122.434057
Emma's Coffeehouse	5549 Geary Blvd	94121	(415) 933-6632	https://www.facebook.com/pages/Emmas-Coffeehouse/115527511793520	37.780263	-122.479132
Esposto's Delicatessen	1700 Owens St	94158	(415) 926-5913	http://www.espostos.com	37.767163	-122.393357
Eagle Donuts	3303 Mission St	94110	(415) 206-9292		37.743946	-122.420918
Extreme Pizza	1062 Folsom St	94103	(415) 701-9000	http://www.extremepizza.com	37.777463	-122.407096
Elbo Room	647 Valencia St	94110	(415) 552-7788	http://www.elbo.com	37.762534	-122.421522
Escape From New York Pizza	2109 Polk St	94109	(415) 345-0600	http://www.escapefromnewyorkpizza.com	37.796196	-122.4219
El Huarache Loco	100 Alemany Blvd	94110	(415) 572-6832	http://huaracheloco.com	37.736371	-122.409375
Ella's Restaurant	500 Presidio Ave	94115	(415) 441-5669	http://www.ellassanfrancisco.com	37.787148	-122.44676
El Patio Restaurant	3193 Mission St	94110	(415) 641-5056	http://www.elbalazo.net	37.745724	-122.419657
Eddie Rickenbacker's	133 2nd St	94105	(415) 543-3498	http://www.capteddiericks.com	37.787649	-122.399101
El Faro Restaurant	2399 Folsom St	94110	(415) 647-3716	http://www.elfaromexicanrestaurant.com	37.758975	-122.414594
El Burrito Express 2	1812 Divisadero St	94115	(415) 776-4246	http://www.ebxsf.com	37.786432	-122.440003
Ecco Caffe	1125 Mariposa St	94107	(415) 861-3384		37.763781	-122.395185
El Faro's Mexican Food	346 Kearny St	94108	(415) 391-1767	http://elfaromexicanrestaurant.com	37.791324	-122.404009
Eastside West Restaurant and Bar	3154 Fillmore St	94123	(415) 885-4000	http://www.eswsf.com	37.798809	-122.435741
Edinburgh Castle	950 Geary St	94109	(415) 885-4074	http://www.castlenews.com	37.786132	-122.418945
Europa Hotel San Francisco	310 Columbus Ave	94133	(415) 391-5779	http://www.britanniahotels.com	37.798137	-122.406969
Eataliano	388 Market St	94111	(415) 397-0100	http://www.leataliano.com	37.792133	-122.398044
El Ferrito	Mission St	94110			37.760238	-122.419235
Easy Breezy	718 Irving St	94122		http://www.easybreezysf.com	37.764176	-122.465692
Eureka Restaurant and Lounge	4063 18th St	94114	(415) 431-6000	http://www.eurekarestaurant.com	37.760883	-122.434197
Einer's Diner	5319 Geary Blvd	94121	(415) 221-3505		37.780333	-122.476572
El Burrito Express 1	1601 Taraval St	94116	(415) 566-8300	http://www.ebxsf.com	37.742625	-122.483281
Evolicious	415 Castro St	94114	(415) 255-1055		37.76242	-122.435219
East Treasure Restaurant	4935 Mission St	94112	(415) 333-8666		37.7195	-122.43876
El Beach Burrito	3914 Judah St	94122	(415) 731-2004		37.760571	-122.504031
El Farolito	2779 Mission St	94110	(415) 824-7877	http://www.elfarolitoinc.com	37.752598	-122.418345
Eliza Restaurant	2877 California St	94115	(415) 621-4819		37.787876	-122.441681
Enjoy Vegetarian Restaurant	839 Kearny St	94108	(415) 956-7868	http://www.enjoyveggie.com	37.795814	-122.405084
El Tesoro Taqueria and Grill	599 Ofarrell St	94102	(415) 202-0530		37.78558	-122.414578
E Angelo Restaurant	2140 Bay St	94123	(415) 931-2756	http://www.eangelo.com	37.802049	-122.442316
E M Cafe	2451 Sacramento St	94115	(415) 563-8138		37.789799	-122.433151
Excelsior Foods	15 Arguello Blvd	94118	(415) 387-3410		37.789436	-122.459636
E and N Enterprises	1690 Valencia St	94110	(415) 206-1687		37.74577	-122.420287
Element Lounge	1028 Geary St	94109	(415) 440-1125	http://www.elementlounge.com	37.785784	-122.420733
El Valenciano Restaurant and Bar	3230 Mission St	94110	(415) 826-9561		37.745136	-122.42018
Escape From New York Pizza	3242 22nd St	94110	(415) 206-0555	http://escapefromnewyorkpizza.com	37.755435	-122.419672
Eleven O One	1101 Polk St	94109	(415) 567-1101	http://elevenoonesf.com	37.786954	-122.42009
Eat Me Lunch	515 Broadway	94133	(415) 314-5331	http://www.eatmelunch.com	37.79795	-122.40573
Enoteca della Douja	640 Sacramento St	94111	(415) 395-9800		37.793565	-122.404613
Eppler's Bakery	758 Market St	94102	(415) 392-0101	http://www.embarcaderoshop.com	37.786335	-122.404925
El Farolito	4817 Mission St	94112	(415) 337-5500	http://www.elfarolitoinc.com	37.721275	-122.437356
Encore Karaoke Lounge	1550 California St	94109	(415) 775-0442	http://www.encorekaraokesf.com	37.79085	-122.419986
Event Solutions	41 Sutter St	94104	(415) 816-5555	http://www.eventsolutions-sf.com	37.790048	-122.401347
El Castillito Taqueria	250 Golden Gate Ave	94102	(415) 431-1092		37.781852	-122.414755
El Porteño Empanadas	1 Ferry Plz	94111	(415) 357-3621	http://www.elportenosf.com	37.795028	-122.393473
Eppler's Bakery	3251 20th Ave	94132	(415) 731-5544		37.728563	-122.475773
E Z	684 Commercial St	94111	(415) 362-9321	http://www.ez5bar.com	37.79409	-122.404387
El Paisa Restaurante Jenny and Jesse	3322 Mission St	94110	(415) 550-0557	http://www.elpaisasf.com	37.743598	-122.421372
Eva's Catering	571 22nd Ave	94121	(415) 668-5139		37.776958	-122.48141
Ebisu Restaurant	1283 9th Ave	94122	(415) 566-1770	http://www.ebisusushi.com	37.764551	-122.466402
Elite Cafe	325 Locust St	94118	(415) 346-8400		37.78822	-122.452091
El Salvador Restaurant	2278 Mission St	94110	(415) 864-6668	http://www.elsalvadorrestaurant.com	37.760626	-122.419342
EZ Pizza	39 Taylor St	94102	(415) 447-3847	http://EZpizzaSF.com	37.782329	-122.410582
Eat Drink Play	28 Leland Ave	94134	(415) 587-7688	http://www.eatdrinkplay415.com	37.711601	-122.404336
Eppler's Bakery	301 Clay St	94111	(415) 982-5383		37.795257	-122.39961
Egg Cream Cart	1325 Hampshire St	94110	(415) 373-6537	http://facebook.com	37.749755	-122.406909
Espressamente illy	123 Battery St	94111	(415) 544-9960	http://www2.illy.com/wps/wcm/connect/us/illy/away-from-home/espressamente-illy	37.792625	-122.399884
E and M Cafe	200 Peabody St	94134	(415) 563-8138		37.709534	-122.40788
El Trebol Bar No 3	3149 22nd St	94110	(415) 647-5774		37.755297	-122.417819
Estia Restaurant	1224 Grant Ave	94133	(415) 433-1433	http://www.estiasf.com	37.798355	-122.40706
Eangelo Italian Restaurant	2234 Chestnut St	94123	(415) 567-6164	http://www.eangelo.com	37.800358	-122.44005
Extreme Pizza	3911 Alemany Blvd	94132	(650) 992-9800	http://www.extremepizza.com	37.711085	-122.467125
Em's Place	154 McAllister St	94102	(415) 552-8379		37.780878	-122.41467
Eureka! Cafe	451 Castro St	94114	(415) 355-9110		37.76173	-122.434795
Eat24Hours.com	1550 California St	94109	(415) 762-0770	http://www.eat24hours.com	37.790791	-122.419993
Euroamerican Import Food	551 Taraval St	94116	(415) 753-5162		37.743045	-122.472044
Everyday Ice Cream	3400 Geary Blvd	94118	(415) 933-8628		37.781449	-122.455645
Elephant Sushi	1916 Hyde St	94109	(415) 440-1905	http://elephantsushi.com	37.798658	-122.418841
Emmy's Restaurant	1923 Ocean Ave	94127	(415) 585-8887	http://www.emmysrestaurant.com	37.725392	-122.462779
Entenmann's Bakery	1798 Bryant St	94110	(415) 863-4773	http://entenmanns.bimbobakeriesusa.com	37.764494	-122.410626
El Tonayense	2560 Marin St	94124	(415) 559-0404	http://eltonayense.com	37.74853	-122.403008
El Gallo Giro	645 Velasco Ave	94110	(415) 846-1802		37.754428	-122.413048
El Gallo Giro Taco Truck	902 Treat Ave	94110			37.754901	-122.413226
Ebisu	336 Kearny St	94108	(415) 398-2388	http://www.ebisusushi.com	37.791226	-122.404084
ETC Dessert Cafe	1919 Irving St	94122	(415) 566-3099		37.763516	-122.478543
Evergreen Cafe	645 Clay St	94111	(415) 362-3198		37.794548	-122.40385
Eight Immortals Restaurant	1433 Taraval St	94116	(415) 731-5515	http://www.456chineserestaurant.com	37.742688	-122.481558
El Molcajete Taco Truck	119 Plymouth Ave	94112	(510) 215-6999		37.712023	-122.456165
Eunice's Cafe	3336 Sacramento St	94118	(415) 440-3330		37.788224	-122.447626
El Tepa Taqueria	2198 Folsom St	94110	(415) 255-8372	http://www.menutopia.com/GetMenu.m?vendorId=5270	37.762176	-122.415148
Eats	50 Clement St	94118	(415) 752-2938		37.783237	-122.459819
Etiquette Lounge	1108 Market St	94102	(415) 863-3929	http://www.etiquettelounge.com	37.7808	-122.412328
El Nuevo Frutilandia	3077 24th St	94110	(415) 648-2958	http://www.facebook.com/elnuevofrutilandia	37.752494	-122.413412
Events By Collette	875 Indiana St	94107	(415) 860-3211	http://eventsbycollette.com	37.759518	-122.390935
Especially Yours Chair Covers	2113 Harrison St	94110	(415) 506-8277	http://www.eychaircovers.com	37.720204	-122.409914
Evolution Fresh	2095 Jerrold Ave	94124	(415) 285-5044	http://evolutionfresh.com	37.743748	-122.39849
Eagle Cafe	39 Pier	94133	(415) 433-3689	http://www.eaglecafe.com	37.808706	-122.410266
Eduardo's Pasta Factory	1519 Custer Ave	94124	(415) 401-8680	http://www.eduardopasta.com	37.745508	-122.389801
El Norteno	3906 3rd St	94124	(415) 401-9420		37.741526	-122.388569
El Perol Restaurant	2590 Mission St	94110	(415) 550-8582	http://www.elperolrestaurante.com	37.755661	-122.418964
El Puerto Alegre	2950 25th Ave	94132	(415) 285-1783		37.733384	-122.480867
Elephant and Castle	424 Clay St	94111	(415) 268-3900	http://www.elephantcastle.com	37.795048	-122.400607
Emmy's Spaghetti Shack	3355 Mission St	94110	(415) 206-2086	http://www.emmysspaghettishack.com	37.74294	-122.421306
El Tonayense	3150 24th St	94110	(415) 550-9192	http://www.eltonayense.com	37.752526	-122.415145
Estela's Fresh Sandwiches	891 Bush St	94108	(415) 440-9500		37.789782	-122.411935
Eric's Restaurant	1500 Church St	94131	(415) 282-0919	http://www.ericrestaurant.com	37.746837	-122.427036
Enjoy Vegetarian Restaurant	754 Kirkham St	94122	(415) 682-0826	http://www.enjoyveggie.com	37.760301	-122.469126
El Tomate Restaurant	2904 24th St	94110	(415) 710-1798		37.752821	-122.410313
Eclipse Restaurant and Lounge	5 Embarcadero Ctr	94111	(415) 788-1234	http://sanfranciscoregency.hyatt.com	37.794457	-122.396055
El Azteca Taqueria	5298 3rd St	94124	(415) 822-1460	http://www.elaztecataqueriasf.com	37.729386	-122.39278
Eyes On You Optometry	251 Rhode Island St	94103	(415) 896-4393	http://eyesonyouoptometry.com	37.766396	-122.402737
Escape From New York Pizza	1737 Haight St	94117	(415) 668-5577	http://www.escapefromnewyorkpizza.com	37.769381	-122.451226
EAT Restaurant	1152 Valencia St	94110	(415) 617-5660	http://eatrestaurantsf.blogspot.com	37.754323	-122.421001
Eggettes	2810 Diamond St	94131	(415) 839-5282	http://www.rockitswirl.com	37.734252	-122.434034
El Miramar Restaurant	3004 24th St	94110	(415) 401-8906		37.752624	-122.411981
Executive Cafe	150 Executive Park Blvd	94134	(415) 468-0500		37.71116	-122.393348
Easy Breezy	4028 24th St	94114	(415) 932-6084	http://www.easybreezysf.com	37.75141	-122.432602
Excellent Chinese Cuisine	818 Washington St	94108	(415) 956-9888		37.795198	-122.406872
El Mexicano Restaurant	3088 24th St	94110	(415) 824-1940		37.752619	-122.413819
EuroBistros	428 11th St	94103	(415) 732-9494	http://www.eurobistros.com	37.769769	-122.412049
El Rincon De Sinaloa	3723 Mission St	94110	(415) 285-3580	http://elrincondesinaloa.com	37.736973	-122.42396
El Norteno Tacos	801 Bryant St	94103	(415) 756-1220		37.77592	-122.40254
Extreme Pizza	1980 Union St	94123	(415) 929-8234	http://www.extremepizza.com	37.797633	-122.431894
Estilo de Grovalo	Grove St	94117			37.778755	-122.415774
Emporio Rulli Il Caffe at Union Square	225 Stockton St	94108	(415) 433-1122	http://www.rulli.com	37.788025	-122.407125
Elisa's Cafe	4901 Mission St	94112	(415) 333-3177	http://elisascafe.net	37.71992	-122.438399
Empress of China	838 Grant Ave	94108	(415) 434-1345	http://www.empressofchinasf.com	37.794718	-122.406326
El Tin Tan	3065 16th St	94103	(415) 558-9746		37.764934	-122.42102
Eastern Bakery	720 Grant Ave	94108	(415) 982-5157	http://www.easternbakery.com	37.793753	-122.406099
Epicenter Cafe	764 Harrison St	94107	(415) 543-5436	http://www.epicentercafe.com	37.781476	-122.398913
Elegance	517 Clement St	94118	(415) 668-1600		37.782939	-122.465033
E and O Trading Company Restaurants	314 Sutter St	94108	(415) 693-0303	http://www.eosanfrancisco.com	37.789641	-122.405791
E Tutto Qua	270 Columbus Ave	94133	(415) 989-1002	http://www.etuttoqua.com	37.797799	-122.406272
Exploratorium	Pier 15	94111	(415) 528-4444	http://www.exploratorium.edu	37.801195	-122.39848
Emperor Palace Restaurant	530 Balboa St	94118	(415) 750-0170		37.777267	-122.464415
Eastern Han	1463 Powell St	94133	(415) 765-9928		37.798077	-122.410489
Estrella Taqueria	533 Haight St	94117	(415) 861-1455	http://www.estrellataqueria.com	37.771963	-122.431002
El Taco Loco 2	3274 24th St	94110	(415) 282-7018	http://www.eltacolocosf.com	37.752354	-122.418021
Earls Organic Produce	1910 Jerrold Ave	94124	(415) 824-7419		37.742279	-122.395237
Eliza Restaurant	205 Oak St	94102	(415) 621-4819	http://www.otorosushi.com	37.77511	-122.42269
Edgar's Pizza	516 Green St	94133	(415) 989-1009		37.799795	-122.407783
Esi International	88 Kearny St	94108	(415) 362-8001	http://expensify.com	37.788623	-122.403473
Etcetera Wine Bar	795 Valencia St	94110	(415) 926-5477	http://www.etceterawinebar.com	37.760255	-122.421382
E Surf Cafe	1131 Taraval St	94116	(415) 504-6833		37.74288	-122.478289
Escape From New York Pizza	715 Harrison St	94107	(415) 896-0700	http://www.escapefromnewyorkpizza.com	37.782204	-122.397664
Evolution Fresh	2201 Fillmore St	94115	(415) 922-1751	http://www.evolutionfresh.com	37.789857	-122.434099
El Cafetazo	3087 16th St	94103	(415) 522-0220		37.764905	-122.421482
Everyday	300 Page St	94102	(415) 771-6222		37.773809	-122.42604
El Tonayense Taco Truck	1719 Harrison St	94103	(415) 559-0404	http://www.eltonayense.com	37.768761	-122.413229
Espresso Grego	150 1st St	94105	(415) 206-6563		37.789195	-122.396738
El Super Burrito	1200 Polk St	94109	(415) 771-9700	http://www.elsuperburrito.com	37.78793	-122.420036
Extreme Pizza	1730 Fillmore St	94115	(415) 929-9900	http://www.extremepizza.com	37.785633	-122.433054
Emmy's Spaghetti Shack	18 Virginia Ave	94110	(415) 206-2086	http://www.emmysspaghettishack.com	37.74303	-122.421294
El Gran Taco Loco	3306 Mission St	94110	(415) 695-0621	http://www.forored.com/grantacoloco	37.743881	-122.42114
Eternal Springs	750 Clement St	94118	(415) 751-1522	http://www.eternalspringscafe.com	37.782895	-122.46747
Esperpento Restaurant	3295 22nd St	94110	(415) 282-8867	http://www.esperpentorestaurant.com	37.755307	-122.420747
Elite Cafe	2049 Fillmore St	94115	(415) 346-8400	http://www.theelitecafe.com	37.788615	-122.433901
El Buen Comer	3861 24th St	94114	(415) 824-2729	http://www.elbuencomersf.com	37.751605	-122.428844
Enjoy Vegetarian Restaurant	5344 Geary Blvd	94121	(415) 668-5344	http://www.enjoyveggie.com	37.780628	-122.476891
El Zocalo	3230 Mission St	94110	(415) 282-2572	http://www.zocalo.com.mx	37.745033	-122.420364
Eat Curbside	500 Mission St	94105	(415) 572-6421	http://eatcurbside.com	37.789781	-122.397595
El Mansour Restaurants	3119 Clement St	94121	(415) 751-2312	http://www.elmansour.com	37.781625	-122.492806
Eji's Ethiopian	331 Cortland Ave	94110	(408) 806-1801	http://www.facebook.com/ejiskitchen	37.739208	-122.418009
El Castillito	2092 Mission St	94110	(415) 621-6971		37.763583	-122.419606
El Castillito	136 Church St	94114	(415) 621-3428		37.768833	-122.42904
El Metate Restaurant	2406 Bryant St	94110	(415) 641-7209	http://elmetate.webs.com	37.755749	-122.4095
El Toreador	50 W Portal Ave	94127	(415) 566-8104	http://www.eltoreadorsf.com	37.740315	-122.466482
Eggettes	3136 Noriega St	94122	(415) 681-8818	http://www.sfeggettes.com	37.753314	-122.497408
Eagle Pizzeria	1712 Taraval St	94116	(415) 566-3113	http://www.eaglepizzeria.com	37.742771	-122.484537
Emperor Norton's Boozeland	510 Larkin St	94102	(415) 926-8118	https://www.facebook.com/EmperorNortonsBoozeland	37.782622	-122.417565
Esta Noche	3079 16th St	94103	(415) 861-5757	http://www.estanocheclub.com	37.764852	-122.421285
Focaccia Market and Bakery	455 Market St	94105	(415) 397-2900	http://www.focacciacatering.com	37.791073	-122.39879
Four Seas Restaurant	731 Grant Ave	94108	(415) 989-8188	http://www.fourseasr.com	37.793743	-122.406182
Fourth Street Bar and Deli	55 4th St	94103	(415) 442-6734	http://www.the4thstreetbar.com	37.784922	-122.40468
Frjtz	590 Valencia St	94110	(415) 863-8272	http://www.frjtzfries.com	37.763483	-122.421839
Floating Sushi Boat	700 Grant Ave	94108	(415) 956-2086		37.793485	-122.406079
Feng Shui Restaurant	2346 Lombard St	94123	(415) 922-9179	http://www.fengshui-restaurant.com	37.799475	-122.440172
Flying Ninja	461 Jefferson St	94109	(415) 292-6255	http://www.flyingninjaus.com	37.807643	-122.420018
Frog Hollow Farm	1 Ferry Building	94111	(415) 445-0990	http://www.froghollow.com	37.795289	-122.392935
Fillmore Street Cafe	1301 Fillmore St	94115	(415) 749-0987	http://www.fillmorestreetsf.com	37.781564	-122.432562
Fu War Restaurant	996 Mission St	94103	(415) 543-2788	http://www.fuwars.com	37.781112	-122.408636
Festa Wine and Cocktail Lounge	1581 Webster St	94115	(415) 567-5866	http://www.festalounge.com	37.787752	-122.438232
Fort Point Beer Company	644 Mason St	94129	(415) 906-4021	http://fortpointbeer.com	37.803228	-122.465083
Farley's	1315 18th St	94107	(415) 648-1545	http://www.farleyscoffee.com	37.762574	-122.395927
Federal Espresso	450 Golden Gate Ave	94102	(415) 861-9900		37.781801	-122.417992
Florida Street Cafe	710 Florida St	94110	(415) 648-5227	http://www.floridastreetcafe.com	37.760219	-122.410988
Four Fifty Five Market	455 Market St	94105	(415) 882-9123	http://455marketstreet.com	37.791383	-122.398654
Front Door Cafe	1 Front St	94111	(415) 989-3244		37.791782	-122.398344
Freddies Sandwiches #2	1488 Pine St	94109	(415) 359-9301	http://freddiessandwiches.net	37.789789	-122.420302
Frjtz	581 Hayes St	94102	(415) 864-7654	http://www.frjtzfries.com	37.776391	-122.425921
Fino Restaurant	624 Post St	94109	(415) 928-2080	http://finoristorante.com	37.787904	-122.412161
Fong Kee Tofu	1135 Revere Ave	94124	(415) 822-6936		37.726471	-122.381541
Fuji Japanese Restaurant	301 W Portal Ave	94127	(415) 564-6360	http://fujijapaneserestaurant.com	37.737864	-122.468986
Firehouse Pizzeria	6001 California St	94121	(415) 221-7603	http://firehousepizzeriasf.com	37.783924	-122.481834
Food Trattoria	2800 California St	94115	(415) 928-3728	http://foodincusa.com	37.788161	-122.440676
Fork In The Road Foods	50 Fremont St	94105	(415) 431-7623		37.790672	-122.397078
Five Star Truffles Co.	4251 18th St	94114	(415) 552-5128	http://www.fivestartruffles.com	37.760753	-122.436988
Fat Beli Deli	2598 San Bruno Ave	94134	(415) 468-0131	http://www.zipweb.com/%3FbusinessName=FatBeliDeli	37.728884	-122.404185
First Cup	2911 Van Ness Ave	94109	(415) 922-2054	http://www.peterchovanes.com	37.802481	-122.424853
